sample	pclass	type	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX
TCGA-B6-A0WV-01A-11D-A107-01	BRCA_LumB	a	0	0	0	0	0	0	17	5139	0	0	3677	0	365	0	0	0	795	0	0	0	0	0	0
TCGA-B6-A0WV-01A-11D-A107-01	BRCA_LumB	d	0	0	0	0	16811	0	29	102	0	0	0	0	0	19429	0	0	0	0	0	0	5	0	0
TCGA-A1-A0SI-01A-11D-A141-01	BRCA_LumB	a	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-A1-A0SI-01A-11D-A141-01	BRCA_LumB	d	0	0	0	0	30756	0	0	15548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-B6-A0IB-01A-11D-A036-01	BRCA_LumB	a	0	0	0	0	0	0	20495	0	0	0	0	0	19777	6515	0	0	0	0	0	0	0	0	0
TCGA-B6-A0IB-01A-11D-A036-01	BRCA_LumB	d	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D8-A1XR-01A-11D-A14J-01	BRCA_LumB	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3676	0	0	0	0	0
TCGA-D8-A1XR-01A-11D-A14J-01	BRCA_LumB	d	0	0	19779	0	200	0	0	0	0	0	72	0	24421	0	0	0	0	0	0	0	0	0	0
TCGA-E9-A1NI-01A-11D-A14F-01	BRCA_LumB	a	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12223	0	0	0	0	0	0
TCGA-E9-A1NI-01A-11D-A14F-01	BRCA_LumB	d	15134	3350	8	1858	0	0	14	283	0	0	17993	0	0	10	0	5	0	0	0	0	0	0	0
TCGA-AR-A2LL-01A-11D-A17U-01	BRCA_LumB	a	0	0	0	0	0	0	0	0	1443	2254	3875	0	8494	0	0	0	0	0	0	0	0	0	0
TCGA-AR-A2LL-01A-11D-A17U-01	BRCA_LumB	d	0	0	0	10	0	1741	0	0	0	0	33797	0	0	15	0	0	0	0	0	0	5	0	0
TCGA-BH-A0BZ-01A-31D-A12N-01	BRCA_LumB	a	0	0	0	0	0	0	0	1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-BH-A0BZ-01A-31D-A12N-01	BRCA_LumB	d	0	0	0	0	0	0	10	1742	7442	23314	17884	0	0	0	0	0	0	0	0	0	972	0	8
TCGA-B6-A0WW-01A-11D-A107-01	BRCA_LumB	a	0	0	1911	0	0	0	0	5532	886	0	2216	0	0	23481	14	0	0	316	0	0	0	378	0
TCGA-B6-A0WW-01A-11D-A107-01	BRCA_LumB	d	0	5	0	12	17	19	0	37	4936	7	1901	0	5457	0	8562	0	0	0	0	0	5	1488	0
TCGA-AR-A250-01A-31D-A166-01	BRCA_LumB	a	2051	0	0	7128	0	0	0	7240	0	0	6038	0	5396	0	0	0	16809	0	7269	0	0	0	0
TCGA-AR-A250-01A-31D-A166-01	BRCA_LumB	d	0	43	0	0	0	0	0	7445	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
TCGA-E9-A22A-01A-11D-A160-01	BRCA_LumB	a	4549	0	58	76	0	2022	0	23023	0	57	136	785	6	3062	0	0	4124	0	168	0	0	58	0
TCGA-E9-A22A-01A-11D-A160-01	BRCA_LumB	d	734	0	0	28	0	1770	0	0	5	7052	0	0	0	0	0	0	1477	0	7024	0	3377	0	0
TCGA-D8-A1Y2-01A-11D-A160-01	BRCA_LumB	a	0	0	0	0	0	0	0	0	0	0	2965	0	3594	0	0	0	0	0	3959	0	0	0	0
TCGA-D8-A1Y2-01A-11D-A160-01	BRCA_LumB	d	2139	0	0	13590	0	0	0	0	0	0	27472	0	0	0	4580	0	0	0	3283	0	0	0	0
TCGA-EW-A1IY-01A-11D-A13J-01	BRCA_LumB	a	61155	406	226	0	243	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-EW-A1IY-01A-11D-A13J-01	BRCA_LumB	d	18	0	0	0	0	69	180	6	0	0	0	5	0	7	58	0	0	0	0	0	0	0	0
TCGA-EW-A1PC-01B-11D-A21P-01	BRCA_LumB	a	2026	29	1827	0	392	0	14442	1797	7305	0	279	6347	0	9342	0	0	0	0	4650	5197	0	0	295
TCGA-EW-A1PC-01B-11D-A21P-01	BRCA_LumB	d	19	8	0	0	169	6	0	99	141	685	6	2822	0	0	0	0	0	0	4749	0	0	0	88
TCGA-BH-A0HW-01A-11D-A036-01	BRCA_LumB	a	0	0	0	0	0	0	0	13292	0	0	0	0	0	0	0	0	2500	0	0	0	15	830	0
TCGA-BH-A0HW-01A-11D-A036-01	BRCA_LumB	d	0	5	22309	0	0	6	0	63	0	0	17458	0	0	0	0	0	0	0	1965	0	0	4332	0
TCGA-A2-A04Y-01A-21D-A036-01	BRCA_LumB	a	27476	0	1896	747	0	0	0	1843	327	0	0	0	0	0	0	0	46	0	20	4457	0	0	0
TCGA-A2-A04Y-01A-21D-A036-01	BRCA_LumB	d	8542	11456	1524	0	7	0	0	3945	463	0	0	0	0	0	0	0	0	0	0	513	0	0	0
TCGA-A8-A06O-01A-11D-A011-01	BRCA_LumB	a	446	0	0	216	0	5044	0	3583	137	0	1004	0	0	7187	0	0	0	0	0	0	0	3885	0
TCGA-A8-A06O-01A-11D-A011-01	BRCA_LumB	d	0	0	22961	10	0	6506	0	0	0	34	0	0	0	11250	0	0	0	0	0	0	0	188	1201
TCGA-D8-A1JJ-01A-31D-A14J-01	BRCA_LumB	a	0	0	958	0	0	0	1622	11894	0	202	389	0	0	1658	0	3222	0	0	0	0	0	0	2073
TCGA-D8-A1JJ-01A-31D-A14J-01	BRCA_LumB	d	9868	11	16555	0	0	0	5812	958	0	0	0	0	3633	0	0	0	0	0	4959	48	0	0	0
TCGA-A8-A07W-01A-11D-A011-01	BRCA_LumB	a	14354	0	1657	4514	0	11236	0	1188	0	0	18477	39	0	3707	3391	0	419	0	0	3213	0	0	306
TCGA-A8-A07W-01A-11D-A011-01	BRCA_LumB	d	5	0	0	0	0	2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
TCGA-C8-A274-01A-11D-A16C-01	BRCA_LumB	a	0	6207	51	0	0	0	2019	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	104
TCGA-C8-A274-01A-11D-A16C-01	BRCA_LumB	d	0	5	18918	0	0	0	46	31	0	0	3599	12943	0	0	20880	60	0	0	5	0	0	0	71
TCGA-E2-A14S-01A-11D-A12A-01	BRCA_LumB	a	0	0	0	0	0	0	0	2121	0	4942	13647	0	0	0	0	0	0	0	0	5344	0	12050	0
TCGA-E2-A14S-01A-11D-A12A-01	BRCA_LumB	d	0	7	0	0	0	21045	0	0	5	6590	6	0	734	42	0	0	0	0	0	0	0	0	0
TCGA-AN-A0FF-01A-11D-A036-01	BRCA_LumB	a	53971	0	0	0	0	0	0	0	0	136	0	343	0	0	0	0	0	0	0	0	0	0	0
TCGA-AN-A0FF-01A-11D-A036-01	BRCA_LumB	d	0	0	0	9	0	364	0	0	0	0	0	4771	0	312	273	0	0	0	0	0	6799	0	0
TCGA-EW-A2FW-01A-11D-A17C-01	BRCA_LumB	a	22018	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4823	0	0	0
TCGA-EW-A2FW-01A-11D-A17C-01	BRCA_LumB	d	7684	0	0	0	0	28731	3918	0	0	0	0	0	0	6	0	0	0	0	0	2548	0	0	0
TCGA-A2-A25C-01A-11D-A166-01	BRCA_LumB	a	0	0	208	0	0	4489	0	0	0	0	0	0	4911	0	0	0	0	0	0	0	0	0	0
TCGA-A2-A25C-01A-11D-A166-01	BRCA_LumB	d	0	116	6705	0	0	40371	2825	0	0	0	1860	0	8919	0	0	0	0	0	0	0	0	88	78
TCGA-BH-A1FJ-01A-11D-A13J-01	BRCA_LumB	a	27834	10	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
TCGA-BH-A1FJ-01A-11D-A13J-01	BRCA_LumB	d	0	0	0	9	0	43907	0	0	7	6	0	0	0	0	0	0	0	18	0	0	0	0	0
TCGA-AR-A1AW-01A-21D-A12N-01	BRCA_LumB	a	0	0	0	0	0	0	16888	1776	0	0	7578	0	1627	13439	0	0	0	10793	0	0	0	0	0
TCGA-AR-A1AW-01A-21D-A12N-01	BRCA_LumB	d	0	0	2385	0	0	7	966	0	0	0	0	0	0	0	0	13066	0	0	702	63	4685	0	0
TCGA-A2-A1G4-01A-11D-A13J-01	BRCA_LumB	a	1421	0	0	0	0	0	0	1018	0	0	6908	0	0	0	23448	0	0	0	0	0	0	0	0
TCGA-A2-A1G4-01A-11D-A13J-01	BRCA_LumB	d	0	9	0	0	0	0	0	261	0	0	26962	0	2244	0	2623	9980	0	0	0	0	0	0	0
TCGA-C8-A3M8-01A-11D-A20R-01	BRCA_LumB	a	1627	0	16453	0	148	660	351	6531	0	0	2574	0	0	0	0	0	0	0	1139	0	193	0	11
TCGA-C8-A3M8-01A-11D-A20R-01	BRCA_LumB	d	8621	0	12732	0	425	137	925	71	0	6653	9441	0	0	0	0	6825	950	0	0	0	0	0	123
TCGA-A2-A04R-01A-41D-A107-01	BRCA_LumB	a	0	212	0	459	0	0	359	3564	4867	47	0	5077	0	0	0	0	824	7565	0	17	234	0	0
TCGA-A2-A04R-01A-41D-A107-01	BRCA_LumB	d	10	7	18	19231	0	10001	8	0	4099	0	39	5	18334	7	3355	0	6	0	0	0	0	0	99
TCGA-A2-A0YH-01A-11D-A107-01	BRCA_LumB	a	1374	0	22	1648	0	0	32791	0	1447	0	0	0	0	0	0	0	0	0	3818	1320	0	1549	0
TCGA-A2-A0YH-01A-11D-A107-01	BRCA_LumB	d	0	16002	0	0	0	0	1128	385	0	0	0	0	0	0	132	0	0	16112	0	845	0	0	0
TCGA-C8-A12W-01A-11D-A111-01	BRCA_LumB	a	0	3441	451	0	80	0	0	1475	0	0	4614	6163	0	12813	0	0	0	0	0	10256	8973	0	0
TCGA-C8-A12W-01A-11D-A111-01	BRCA_LumB	d	0	0	7598	376	22745	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	16
TCGA-AO-A1KT-01A-11D-A13J-01	BRCA_LumB	a	756	0	8189	23748	1558	0	0	2100	0	0	3712	0	0	0	0	2412	0	0	0	0	0	0	0
TCGA-AO-A1KT-01A-11D-A13J-01	BRCA_LumB	d	17746	0	0	0	0	0	0	0	0	19877	0	0	0	0	0	0	0	0	0	0	5	0	9
TCGA-EW-A1OX-01A-11D-A141-01	BRCA_LumB	a	0	74	0	0	0	0	0	0	1423	0	4682	0	0	0	0	0	172	1482	616	0	0	0	0
TCGA-EW-A1OX-01A-11D-A141-01	BRCA_LumB	d	856	112	5	0	0	7	0	14	0	0	38480	0	30973	0	0	0	2570	0	0	0	14	0	0
TCGA-D8-A1Y3-01A-11D-A160-01	BRCA_LumB	a	15320	0	19044	109	3626	0	160	1639	667	8	0	0	1035	0	1127	0	0	0	3911	0	0	0	0
TCGA-D8-A1Y3-01A-11D-A160-01	BRCA_LumB	d	0	0	23772	33	0	171	8363	0	1711	0	0	0	38	0	0	0	616	0	23	0	221	0	0
TCGA-A8-A09N-01A-11D-A011-01	BRCA_LumB	a	2064	257	2646	5295	1033	3095	192	10115	13554	4618	5145	5580	0	4722	471	0	0	0	1484	76	96	0	1848
TCGA-A8-A09N-01A-11D-A011-01	BRCA_LumB	d	11	0	0	0	0	0	0	87	3911	0	0	0	0	0	10780	0	0	5	0	19	0	0	5067
TCGA-A2-A0T3-01A-21D-A111-01	BRCA_LumB	a	0	0	1158	4082	14032	0	23314	274	68	1182	1159	1954	0	0	0	2514	3647	0	5804	15237	0	1699	0
TCGA-A2-A0T3-01A-21D-A111-01	BRCA_LumB	d	0	0	0	0	0	560	8	0	0	0	0	0	0	0	6007	0	0	0	0	0	0	0	0
TCGA-AO-A1KS-01A-11D-A13J-01	BRCA_LumB	a	0	1407	11043	0	0	0	0	0	6485	0	0	0	31603	15230	0	0	0	0	0	7816	0	0	0
TCGA-AO-A1KS-01A-11D-A13J-01	BRCA_LumB	d	0	0	9	0	0	7418	0	0	153	0	7	0	338	0	137	9	37	0	0	0	0	0	1133
TCGA-BH-A204-01A-11D-A160-01	BRCA_LumB	a	1009	94	0	0	0	125	84	5151	14	0	0	0	0	7815	230	0	300	0	22	0	0	0	0
TCGA-BH-A204-01A-11D-A160-01	BRCA_LumB	d	0	26014	11500	0	0	0	0	6	0	0	19340	0	0	1002	11136	0	0	0	0	0	0	0	0
TCGA-A2-A0SV-01A-11D-A087-01	BRCA_LumB	a	30335	0	325	0	15331	963	18	2581	0	0	0	0	0	0	0	0	0	0	209	5306	0	0	1737
TCGA-A2-A0SV-01A-11D-A087-01	BRCA_LumB	d	0	0	0	0	16507	0	72	0	0	0	5	12097	0	0	0	0	0	0	0	0	73	0	0
TCGA-C8-A26V-01A-11D-A16C-01	BRCA_LumB	a	0	1120	17462	23790	0	0	0	0	0	284	0	0	0	1237	0	9870	0	0	0	0	0	0	6469
TCGA-C8-A26V-01A-11D-A16C-01	BRCA_LumB	d	9	0	6027	0	0	13	0	5	0	0	0	0	0	16892	0	0	4232	0	0	0	0	0	8
TCGA-D8-A1JC-01A-11D-A13J-01	BRCA_LumB	a	0	0	10	0	0	11881	0	700	0	4758	7374	0	0	0	16	0	470	0	0	15357	0	0	0
TCGA-D8-A1JC-01A-11D-A13J-01	BRCA_LumB	d	45	0	25420	0	0	9618	150	0	360	1829	0	0	0	0	6	7	18	0	12	1083	9933	0	0
TCGA-E9-A22D-01A-11D-A160-01	BRCA_LumB	a	7951	5811	0	15280	2109	3830	2534	0	2172	0	3292	0	2572	0	0	633	6869	747	85	9225	0	39	1396
TCGA-E9-A22D-01A-11D-A160-01	BRCA_LumB	d	5	0	17459	0	99	0	12	0	0	0	0	0	6142	0	0	0	2324	0	0	0	0	0	0
TCGA-AC-A2BM-01A-11D-A21P-01	BRCA_LumB	a	1613	7554	184	465	511	0	0	4463	0	1413	4318	125	0	6	0	0	0	60	0	328	0	0	0
TCGA-AC-A2BM-01A-11D-A21P-01	BRCA_LumB	d	15556	28907	0	25	0	0	0	5	0	12397	891	0	0	13	2684	0	8	0	6	0	8678	381	0
TCGA-E2-A155-01A-11D-A12A-01	BRCA_LumB	a	389	0	2031	0	912	23856	0	0	59	0	2881	0	43	545	0	0	9520	0	0	0	0	0	0
TCGA-E2-A155-01A-11D-A12A-01	BRCA_LumB	d	0	0	22173	0	139	22993	0	0	0	0	393	0	2385	0	0	22	3418	0	0	0	0	0	0
TCGA-EW-A1P0-01A-11D-A141-01	BRCA_LumB	a	6939	5539	0	30223	44	0	0	0	0	0	0	0	212	0	12921	0	0	0	143	0	0	0	0
TCGA-EW-A1P0-01A-11D-A141-01	BRCA_LumB	d	0	302	0	0	28785	0	5948	944	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
TCGA-A8-A076-01A-21D-A011-01	BRCA_LumB	a	4623	0	3165	0	0	1353	0	0	0	0	0	1703	0	0	0	2026	7267	0	1230	4554	0	0	0
TCGA-A8-A076-01A-21D-A011-01	BRCA_LumB	d	21673	106	0	0	7053	1694	998	0	11292	103	0	6104	0	0	0	0	1043	0	0	0	0	0	17107
TCGA-B6-A1KN-01A-11D-A13J-01	BRCA_LumB	a	3847	0	0	0	0	3786	0	39423	0	0	2948	80	0	341	0	0	4329	0	1186	5247	0	0	7696
TCGA-B6-A1KN-01A-11D-A13J-01	BRCA_LumB	d	0	0	5270	23	6	934	11800	0	0	0	0	4570	0	7	0	0	1960	0	0	0	0	0	72
TCGA-AO-A03N-01B-11D-A10L-01	BRCA_LumB	a	24265	86	190	0	1382	462	174	1006	228	6734	0	112	7002	42077	219	1649	0	0	60	0	0	0	1735
TCGA-AO-A03N-01B-11D-A10L-01	BRCA_LumB	d	0	0	72	0	15	0	0	990	0	5281	0	0	0	0	0	0	0	7	0	0	0	0	0
TCGA-E9-A1RB-01A-11D-A160-01	BRCA_LumB	a	1513	397	1967	12819	1420	474	97	8036	6566	509	412	199	0	134	44	355	263	0	1351	0	6034	0	0
TCGA-E9-A1RB-01A-11D-A160-01	BRCA_LumB	d	23062	16692	0	16	0	0	0	9755	1370	93	0	91	302	0	0	0	0	0	1512	0	0	0	0
TCGA-BH-A0HU-01A-11D-A036-01	BRCA_LumB	a	27436	0	15565	0	0	1061	126	292	867	601	4223	0	0	0	0	48	0	4433	0	0	0	0	0
TCGA-BH-A0HU-01A-11D-A036-01	BRCA_LumB	d	0	0	0	12984	0	0	10062	0	0	14348	362	0	0	0	0	2997	0	0	2161	0	0	0	218
TCGA-B6-A0IN-01A-11D-A036-01	BRCA_LumB	a	0	92	0	1702	0	4681	16203	984	0	365	0	0	0	0	0	0	12648	0	5416	0	2420	2987	94
TCGA-B6-A0IN-01A-11D-A036-01	BRCA_LumB	d	99	53	0	20084	0	440	26369	592	0	0	0	0	0	109	3234	0	176	90	692	0	0	7	0
TCGA-A8-A06N-01A-11D-A011-01	BRCA_LumB	a	0	0	0	0	0	0	13301	0	0	0	5025	0	0	0	0	0	20	0	0	0	0	2681	0
TCGA-A8-A06N-01A-11D-A011-01	BRCA_LumB	d	0	19511	3549	184	0	23412	8	0	25579	10	0	0	0	0	0	0	4156	0	0	0	0	0	2500
TCGA-D8-A27N-01A-11D-A16C-01	BRCA_LumB	a	10958	389	19811	0	591	306	0	18476	319	0	5076	89	0	0	4281	0	3130	3911	3158	0	0	0	0
TCGA-D8-A27N-01A-11D-A16C-01	BRCA_LumB	d	28	5	5	34	0	2776	0	9593	2718	0	0	8564	0	8	0	0	718	4982	248	0	549	0	0
TCGA-A2-A0YG-01A-21D-A107-01	BRCA_LumB	a	6950	4903	10506	4648	9831	4730	0	115	1047	0	613	2533	0	2360	0	1945	9697	0	2737	0	0	0	1674
TCGA-A2-A0YG-01A-21D-A107-01	BRCA_LumB	d	26176	0	0	0	0	30	0	0	0	0	0	0	8680	0	0	9	0	641	2405	0	0	0	0
TCGA-A8-A081-01A-11D-A011-01	BRCA_LumB	a	9337	0	12982	0	0	26657	0	6278	0	7598	2520	0	294	0	0	3843	0	0	0	0	0	0	0
TCGA-A8-A081-01A-11D-A011-01	BRCA_LumB	d	856	0	0	19	30	403	0	0	0	11580	394	18615	81	0	95	93	977	10	0	0	0	0	3762
TCGA-A8-A09C-01A-11D-A011-01	BRCA_LumB	a	12	569	626	0	8355	368	0	0	363	264	13614	0	0	148	0	157	8131	280	0	0	0	0	0
TCGA-A8-A09C-01A-11D-A011-01	BRCA_LumB	d	558	0	0	0	35110	583	0	0	0	0	29255	0	0	0	0	0	8954	0	0	0	0	0	0
TCGA-AR-A24K-01A-11D-A166-01	BRCA_LumB	a	0	0	0	0	0	36	14369	36629	0	0	10355	0	4752	6744	0	2713	0	0	0	0	0	0	80
TCGA-AR-A24K-01A-11D-A166-01	BRCA_LumB	d	0	0	0	955	0	0	0	0	5313	0	0	0	0	17082	0	0	0	0	0	0	0	10136	0
TCGA-EW-A1J6-01A-11D-A13J-01	BRCA_LumB	a	4674	319	412	0	63	6156	11393	297	11656	0	77	6507	52	145	0	3171	558	2868	1060	0	0	0	239
TCGA-EW-A1J6-01A-11D-A13J-01	BRCA_LumB	d	0	0	1807	0	189	0	573	16945	0	0	19580	0	4347	0	19538	0	0	0	0	0	0	0	0
TCGA-D8-A27R-01A-11D-A16C-01	BRCA_LumB	a	11327	2485	20081	0	2950	928	0	743	4815	30	4461	320	2373	12935	0	577	166	0	1819	803	0	0	15611
TCGA-D8-A27R-01A-11D-A16C-01	BRCA_LumB	d	3409	9080	0	0	602	442	35	0	20	0	0	0	19849	75	0	0	244	0	17	0	0	0	0
TCGA-BH-A0BF-01A-21D-A12N-01	BRCA_LumB	a	0	0	8004	270	82	5056	0	739	0	0	1503	0	0	0	206	0	436	240	1376	0	0	653	6482
TCGA-BH-A0BF-01A-21D-A12N-01	BRCA_LumB	d	0	0	23797	0	9	47179	0	0	734	7	11827	0	1904	0	0	30	6025	26	278	0	113	0	0
TCGA-A8-A08P-01A-11D-A011-01	BRCA_LumB	a	183	14381	5746	5458	0	4859	169	28574	0	2752	13774	2504	67	4119	0	0	9777	0	1003	9857	3790	172	1498
TCGA-A8-A08P-01A-11D-A011-01	BRCA_LumB	d	0	444	17	5	0	0	0	0	29	0	6	0	0	0	0	0	0	25	3148	1510	4514	0	0
TCGA-A2-A0D4-01A-11D-A011-01	BRCA_LumB	a	0	0	147	13	0	0	0	7607	0	0	2387	0	0	20530	0	3478	7058	0	0	0	0	0	0
TCGA-A2-A0D4-01A-11D-A011-01	BRCA_LumB	d	0	0	48828	5	0	8	6	385	0	0	11769	3936	0	0	11506	0	135	0	975	0	0	0	5
TCGA-A8-A06Z-01A-11D-A011-01	BRCA_LumB	a	0	3369	22160	5736	678	0	0	10321	10827	136	11307	5906	0	0	0	0	441	0	0	9614	2175	0	0
TCGA-A8-A06Z-01A-11D-A011-01	BRCA_LumB	d	0	8	0	15028	0	140	0	0	0	0	3802	20662	0	0	557	5	0	0	0	0	0	37	0
TCGA-BH-A1F8-01A-11D-A13J-01	BRCA_LumB	a	0	0	0	0	0	0	6547	2805	0	1956	3980	0	3528	0	0	3038	0	0	0	0	0	0	26882
TCGA-BH-A1F8-01A-11D-A13J-01	BRCA_LumB	d	12028	0	329	0	0	6	8151	0	0	0	0	0	36589	0	0	15879	0	0	0	20	3216	0	0
TCGA-A8-A079-01A-21D-A011-01	BRCA_LumB	a	1904	0	0	70	0	0	0	17232	0	0	6640	0	0	1801	0	0	17336	0	0	8127	0	756	0
TCGA-A8-A079-01A-21D-A011-01	BRCA_LumB	d	33560	11326	0	5	0	20924	0	0	0	0	0	0	0	0	683	0	0	0	295	7	5375	0	0
TCGA-BH-A0DD-01A-31D-A12N-01	BRCA_LumB	a	9844	0	0	9332	0	0	0	18041	0	0	11266	1211	0	0	0	0	16038	0	17	0	3859	0	0
TCGA-BH-A0DD-01A-31D-A12N-01	BRCA_LumB	d	44457	189	5973	13	0	0	0	0	0	0	7422	0	0	0	0	0	1283	0	8	0	0	0	0
TCGA-BH-A0AU-01A-11D-A12N-01	BRCA_LumB	a	0	307	19136	0	0	0	0	19579	0	0	0	0	0	0	16962	0	0	0	1780	4589	0	6496	0
TCGA-BH-A0AU-01A-11D-A12N-01	BRCA_LumB	d	27405	17603	6	0	0	0	0	0	0	0	0	0	0	490	0	11585	0	0	5	2940	97	0	0
TCGA-E9-A1RE-01A-11D-A160-01	BRCA_LumB	a	0	0	3120	714	1021	5036	0	1940	0	0	0	5	0	0	0	5481	65	71	0	3221	0	1266	0
TCGA-E9-A1RE-01A-11D-A160-01	BRCA_LumB	d	0	1293	32444	0	0	16205	14497	0	2962	0	9530	19579	0	4812	0	4905	0	0	849	0	0	0	0
TCGA-A1-A0SN-01A-11D-A141-01	BRCA_LumB	a	30427	686	383	208	239	3525	4001	0	164	0	7421	0	0	12818	123	0	15304	0	0	623	0	0	0
TCGA-A1-A0SN-01A-11D-A141-01	BRCA_LumB	d	24	27456	0	0	0	0	16411	0	0	0	297	0	0	0	0	0	3373	0	0	5994	0	0	5
TCGA-AO-A03P-01A-11D-A011-01	BRCA_LumB	a	21226	35	5463	0	324	0	0	393	0	0	9578	0	0	5681	20172	0	0	0	4872	15348	0	0	0
TCGA-AO-A03P-01A-11D-A011-01	BRCA_LumB	d	8	0	0	1336	620	3172	295	0	204	27352	2052	0	0	0	11626	0	69	0	0	2472	0	0	23
TCGA-C8-A26W-01A-11D-A16C-01	BRCA_LumB	a	6002	11029	98	4321	3928	147	676	1107	0	6476	2260	0	49	160	0	0	6111	0	3363	1567	0	0	114
TCGA-C8-A26W-01A-11D-A16C-01	BRCA_LumB	d	12886	30903	16	40037	0	27	32	0	0	0	0	0	0	0	0	0	0	0	3963	0	86	10	0
TCGA-EW-A1OY-01A-11D-A141-01	BRCA_LumB	a	18913	0	940	5988	0	18566	4793	4622	0	10232	0	7069	0	19552	4913	1426	9763	1090	6033	2051	3845	0	0
TCGA-EW-A1OY-01A-11D-A141-01	BRCA_LumB	d	3679	0	0	0	0	0	12	0	9	0	0	8	0	0	0	0	213	0	7244	0	5131	0	67
TCGA-BH-A209-01A-11D-A160-01	BRCA_LumB	a	19500	24354	0	0	11192	3449	21445	229	4060	11	0	0	5186	0	0	10	0	0	8158	8844	0	2629	8514
TCGA-BH-A209-01A-11D-A160-01	BRCA_LumB	d	7	11	96	22	0	16980	0	0	0	0	0	0	0	0	0	0	0	0	4624	9	0	0	0
TCGA-A2-A1FW-01A-11D-A13J-01	BRCA_LumB	a	17020	0	0	5290	3789	682	1362	593	0	24689	2087	0	1245	244	0	40	5907	189	0	3388	0	0	0
TCGA-A2-A1FW-01A-11D-A13J-01	BRCA_LumB	d	24356	0	31439	7	0	0	0	0	221	811	0	6	0	0	0	0	6468	0	0	11011	0	0	0
TCGA-A8-A08G-01A-11D-A011-01	BRCA_LumB	a	121	0	354	0	0	0	0	2621	3859	12	18669	456	1284	7053	12958	0	21903	1462	0	4680	11860	0	5577
TCGA-A8-A08G-01A-11D-A011-01	BRCA_LumB	d	14450	0	58	0	0	0	0	0	2395	0	895	382	0	88	26038	47	0	1536	3136	0	0	6	0
TCGA-AR-A24S-01A-11D-A166-01	BRCA_LumB	a	11310	0	0	0	0	0	0	0	0	0	10284	0	0	0	1970	0	10497	0	3288	8155	0	0	0
TCGA-AR-A24S-01A-11D-A166-01	BRCA_LumB	d	45736	0	0	16110	0	0	6	0	126	0	9714	1482	0	0	1537	0	3028	5641	3052	10951	0	0	351
TCGA-A2-A0SW-01A-11D-A087-01	BRCA_LumB	a	779	0	0	0	38933	0	52	131	14729	101	26094	7652	0	3185	0	0	0	0	79	0	0	0	10562
TCGA-A2-A0SW-01A-11D-A087-01	BRCA_LumB	d	0	772	19806	24	10	114	0	0	0	54	149	87	0	18732	0	0	0	8	0	0	21	1786	0
TCGA-AR-A0U2-01A-11D-A107-01	BRCA_LumB	a	0	162	25090	0	0	0	0	24578	936	11120	24996	0	0	0	0	575	0	9145	0	0	975	1910	80
TCGA-AR-A0U2-01A-11D-A107-01	BRCA_LumB	d	0	20360	0	720	10409	0	0	6365	213	0	0	0	0	0	0	1113	0	0	225	0	7521	0	0
TCGA-E9-A1R4-01A-21D-A14F-01	BRCA_LumB	a	108	174	26609	0	926	0	48	0	30	8097	0	10868	0	724	93	66	0	0	1013	0	0	0	9121
TCGA-E9-A1R4-01A-21D-A14F-01	BRCA_LumB	d	35945	12	25237	16898	0	0	0	0	0	0	1098	1875	0	0	5	0	0	0	0	0	0	7608	0
TCGA-AR-A0TT-01A-31D-A087-01	BRCA_LumB	a	16351	0	6876	17297	0	3279	488	5064	229	10687	5756	4112	0	4055	12850	2923	4920	0	4421	0	0	281	2080
TCGA-AR-A0TT-01A-31D-A087-01	BRCA_LumB	d	2838	0	0	30362	14	0	0	8308	0	75	0	249	12	0	1172	27	2026	0	0	0	1548	1822	14
TCGA-D8-A1J9-01A-11D-A13J-01	BRCA_LumB	a	0	0	0	0	15	0	0	34	0	0	30125	2017	0	0	0	9904	10646	981	0	7277	0	0	9859
TCGA-D8-A1J9-01A-11D-A13J-01	BRCA_LumB	d	0	12	8	0	7	0	0	0	11496	199	22753	3744	0	18	4797	2458	0	5178	68	4617	0	0	24349
TCGA-C8-A1HG-01A-11D-A134-01	BRCA_LumB	a	3600	0	1716	0	0	18472	0	2231	2300	93	2314	21880	12240	6909	18708	0	0	0	0	0	0	0	760
